id,sku,name,type,deleted_at
019e3038-af4d-7fea-9ca3-690e4953ac3a,ICHWA,Nước RO,RAW_MATERIAL,
019e3038-af55-7bee-8710-34c522bcb456,ICHFEHO,Fermented Honey,RAW_MATERIAL,
019e3038-af5d-7397-8013-39801734195b,ICHNABUGIEXH,Nano Bubble Ginger Extract H,RAW_MATERIAL,
019e3038-af63-77c0-92e5-5df90446415d,ICHPIROEX,Pink Rockrose Extract,RAW_MATERIAL,
019e3038-af6a-7174-9e69-af7ce64f1311,ICHVEWH,VeryBerry White,RAW_MATERIAL,
